"","City","OtherName","Country","Latitude","Longitude","Certainty","year","pop"
"1742","Kaifeng","Bienliang, Pienliang","China","34.7986","114.30742",1,1450,80000
"1743","Karaman","Laranda","Turkey","37.18111","33.215",1,1450,80000
"1744","Kunming","Yunnanfu","China","25.03889","102.71833",1,1450,50000
"1745","Lisbon",NA,"Portugal","38.71667","-9.13333",1,1450,60000
"1746","London",NA,"United Kingdom","51.511214","-0.119825",1,1450,60000
"1747","Madgdeburg",NA,"Germany","52.130808","11.628878",1,1450,24000
"1748","Mandu","Mandavgad","India","22.36667","75.38333",2,1450,70000
"1749","Marrakech","Marrakesh","Morocco","31.63416","-7.99994",1,1450,50000
"1750","Milan",NA,"Italy","45.465453","9.198786",1,1450,83000
"1751","Nanchang",NA,"China","28.68333","115.88333",1,1450,50000
"1752","Nanjing","Nanking","China","32.05","118.766667",1,1450,150000
"1753","Naples",NA,"Italy","40.851775","14.268122",1,1450,75000
"1754","Ningbo","Yinhsien, Ningpo","China","29.866667","121.55",2,1450,50000
"1755","Nizhniy Novgorod","Nishny Novgorod, Gorkiy","Russian Federation","56.3269","44.0075",1,1450,55000
"1756","Novgorod",NA,"Russian Federation","58.525569","31.274192",1,1450,60000
"1757","Oyo","Katunga","Nigeria","7.85","3.93333",1,1450,55000
"1758","Paris",NA,"France","48.856614","2.352222",1,1450,150000
"1759","Pegu","Bago","Myanmar","17.333333","96.483333",1,1450,60000
"1760","Prague",NA,"Austria","50.08804","14.42076",1,1450,70000
"1761","Quilon",NA,"India","8.88","76.6",3,1450,60000
"1762","Riga",NA,"Russian Federation","56.946","24.10589",1,1450,7000
"1763","Riobamba",NA,"Ecuador","-1.67083","-78.64861",1,1450,60000
"1764","Rouen",NA,"France","49.44313","1.09932",1,1450,50000
"1765","Samarkand","Sumarqand","Uzbekistan","39.6576","66.947561",1,1450,75000
"1766","Seoul","Hanyang","Republic of Korea","37.56826","126.97783",1,1450,125000
"1767","Shiraz",NA,"Iran","29.61031","52.53114",1,1450,80000
"1768","Skopje","Uskub, Skoplje","Serbia","41.99646","21.43141",1,1450,30000
"1769","Suzhou","Soochow","China","31.3","120.6",1,1450,121000
"1770","Szczecin","Stettin","Poland","53.416667","14.583333",2,1450,10000
"1771","Tabriz",NA,"Iran","38.08","46.2919",1,1450,250000
"1772","Taiyuan",NA,"China","37.87059","112.548879",1,1450,50000
"1773","Targoviste","Tirgovishtea, Târgoviste","Romania","44.924167","25.456667",1,1450,40000
"1774","Texcoco","Tezcoco","Mexico","19.504422","-98.891425",2,1450,75000
"1775","Tlemcen","Tlemsen","Algeria","34.87833","-1.315",1,1450,50000
"1776","Trakai","Troki","Lithuania","54.633333","24.933333",2,1450,50000
"1777","Tsinkiang","Zayton, Chinchiang, Chuanchow","China","24.913889","118.58583",3,1450,65000
"1778","Tunis",NA,"Tunisia","36.818811","10.165961",1,1450,65000
"1779","Venice",NA,"Italy","45.440847","12.315514",1,1450,100000
"1780","Vijayanagar",NA,"India","15.335","76.462",3,1450,455000
"1781","Wuhan","Wuchang","China","30.58333","114.26667",1,1450,65000
"1782","Xian","Sian, Changan, Xi'an","China","34.341485","108.940404",1,1450,120000
"1783","Xuzhou","Suchow, Suifu, Hsuchow","China","34.26","117.21",1,1450,50000
"1784","Yangzhou","Yangchow","China","32.4"," 119.416667",2,1450,60000
"1785","Zimbabwe","Great Zimbabwe","Zimbabwe","-20.266667","30.933333",2,1450,40000
"1786","Bursa","Brusa","Turkey","40.19266","29.08403",1,1451,133000
"1787","Hamburg",NA,"Germany","53.57532","10.01534",1,1451,20000
"1788","Bratislava","Pozsony, Pressburg","Slovakia","48.145892","17.107136",2,1452,8000
"1789","Istanbul","Constantinople, Byzantium","Turkey","41.005275","28.976944",1,1453,45000
"1790","Konigsberg","Kaliningrad, Königsberg","Germany","54.716667","20.516667",2,1455,8000
"1791","Salerno",NA,"Italy","40.67797","14.76599",1,1455,3500
"1792","Belgrade","Beograd","Serbia","44.80401","20.46513",1,1456,30000
"1793","Genova","Genoa","Italy","44.40565","8.946256",1,1460,78000
"1794","Barcelona",NA,"Spain","41.38879","2.15899",1,1463,35000
"1795","Kano",NA,"Nigeria","12.00012","8.51672",1,1463,50000
"1796","Mainz",NA,"Germany","49.98419","8.2791",1,1463,7000
"1797","Mantova","Mantua","Italy","45.156417","10.791375",1,1463,26407
"1798","Brunn","Brno","Austria","49.2","16.6167",2,1466,15000
"1799","Gent","Ghent","Belgium","51.053469","3.730378",1,1467,80000
"1800","Kyoto",NA,"Japan","35.02107","135.75385",1,1467,150000
"1801","Liege","Liège","Belgium","50.63373","5.56749",1,1467,30000
"1802","Paris",NA,"France","48.856614","2.352222",1,1467,174000
"1803","Mandu","Mandavgad","India","22.36667","75.38333",2,1468,87000
"1804","Dieppe",NA,"France","49.922992","1.077483",1,1470,18000
"1805","Dijon",NA,"France","47.31667","5.01667",1,1470,21000
"1806","Florence","Firenze","Italy","43.771033","11.248",1,1470,54000
"1807","Lille",NA,"France","50.628442","3.054975",1,1470,15000
"1808","Nicosia",NA,"Cyprus","35.16667","33.36667",1,1470,18000
"1809","Texcoco","Tezcoco","Mexico","19.504422","-98.891425",2,1470,80000
"1810","Trier","Treves","Germany","49.75565","6.63935",1,1470,10413
"1811","Wroclaw","Breslau","Germany","51.116667","17.033333",3,1470,21000
"1812","Augsberg","Ausburg","Germany","48.371444","10.898239",1,1471,32000
"1813","Binh Dinh","Vijaya","Vietnam","14.166256","108.902683",2,1471,40000
"1814","Fukuoka","Hakata","Japan","33.591389","130.414722",2,1471,50000
"1815","Novgorod",NA,"Russian Federation","58.525569","31.274192",1,1471,60000
"1816","Esfahan","Isfahan","Iran","32.651389","51.679192",1,1474,50000
"1817","Gelibolu","Gallipoli","Turkey","40.333333","26.499992",1,1474,5000
"1818","Shkoder","Shkodra, Scutari","Albania","42.0743","19.527661",1,1474,15000
"1819","Feodosia","Kaffa, Theodosia, Feodosiya, Caffa","Russian Federation","45.048889","35.379167",2,1475,40000
"1820","Geneva","Genève","Switzerland","46.198392","6.142297",1,1475,11000
"1821","Grenoble",NA,"France","45.16667","5.71667",1,1475,10000
"1822","Shiraz",NA,"Iran","29.61031","52.53114",1,1475,80000
"1823","Granada",NA,"Spain","37.177336","-3.598558",1,1476,200000
"1824","Taiyuan",NA,"China","37.87059","112.548879",1,1476,51652
"1825","Istanbul","Constantinople, Byzantium","Turkey","41.005275","28.976944",1,1477,98000
"1826","Montpellier",NA,"France","43.61092","3.87723",1,1477,13560
"1827","Strasbourg","Strassburg","France","48.58342","7.74296",1,1477,20722
"1828","Valenciennes",NA,"France","50.35","3.53333",1,1477,19000
"1829","Dieppe",NA,"France","49.922992","1.077483",1,1480,18000
"1830","Montpellier",NA,"France","43.61092","3.87723",1,1480,13560
"1831","Pavia",NA,"Italy","45.18446","9.16145",1,1480,17000
"1832","Utrecht",NA,"Netherlands","52.09083","5.12222",1,1480,12000
"1833","Iraklion","Irakleion, Candia. Heraklion","Greece","35.338736","25.144214",1,1483,11474
"1834","Frankfurt am Main",NA,"Germany","50.110922","8.682128",1,1486,18000
"1835","Speyer","Spires","Germany","49.320478","8.436217",2,1486,13000
"1836","Srinagar",NA,"India","34.08842","74.80298",1,1486,42000
"1837","Worms",NA,"Germany","49.63278","8.35916",1,1486,7000
"1838","Ahmedabad","Asawal","India","23.039568","72.566004",1,1487,60000
"1839","Bourges",NA,"France","47.08333","2.4",1,1487,32350
"1840","Bursa","Brusa","Turkey","40.19266","29.08403",1,1487,42000
"1841","Hamburg",NA,"Germany","53.57532","10.01534",1,1487,22000
"1842","Malaga",NA,"Spain","36.721261","-4.421267",1,1487,30000
"1843","Riobamba",NA,"Ecuador","-1.67083","-78.64861",1,1487,60000
"1844","Jerusalem",NA,"Israel","31.76904","35.21633",1,1488,4000
"1845","Almeria","Almería","Spain","36.83814","-2.45974",1,1489,25000
"1846","Dresden",NA,"Germany","51.05089","13.73832",1,1489,4800
"1847","Granada",NA,"Spain","37.177336","-3.598558",1,1491,200000
"1848","Mantova","Mantua","Italy","45.156417","10.791375",1,1491,23185
"1849","Suzhou","Soochow","China","31.3","120.6",1,1491,112000
"1850","Verona",NA,"Italy","45.43419","10.99779",1,1491,38500
"1851","Ypres","Leper","Belgium","50.849997","2.883339",1,1491,7390
"1852","Barcelona",NA,"Spain","41.38879","2.15899",1,1492,28500
"1853","Beijing","Peking","China","39.9075","116.39723",1,1492,669033
"1854","Bhimavaram","Bhimavarman","India","16.54541","81.531578",1,1492,60000
"1855","Milan",NA,"Italy","45.465453","9.198786",1,1492,83000
"1856","Brescia",NA,"Italy","45.52478","10.22727",1,1493,37000
"1857","Amsterdam",NA,"Netherlands","52.37403","4.88969",1,1494,10000
"1858","Bremen",NA,"Germany","53.07516","8.80777",1,1494,18000
"1859","Granada",NA,"Spain","37.177336","-3.598558",1,1494,70000
"1860","Antwerp","Antwerpen","Belgium","51.219217","4.402883",1,1496,36000
"1861","Bologna",NA,"Italy","44.49381","11.33875",1,1496,55000
"1862","Brussel","Brussels","Belgium","50.85045","4.34878",1,1496,31000
"1863","Gauda","Lakhnauti, Gaur","India","24.866667","88.133333",2,1496,210000
"1864","Louveigne","Louvain, Louveigné","Belgium","50.877572","4.704328",2,1496,18000
"1865","Rotterdam",NA,"Netherlands","51.9225","4.47917",1,1496,5000
"1866","s'Hertogenbosch","Bois-le-Duc","Netherlands","51.697819","5.303667",1,1496,19000
"1867","Cuttack",NA,"India","20.46497","85.87927",1,1497,144000
"1868","Samarkand","Sumarqand","Uzbekistan","39.6576","66.947561",1,1497,60000
"1869","Augsberg","Ausburg","Germany","48.371444","10.898239",1,1498,34000
"1870","Erfurt",NA,"Germany","50.9787","11.03283",1,1498,18680
"1871","Kamtapur","Kamatapur","India","26.158333","89.370833",2,1498,40000
"1872","Ahmednagar",NA,"India","19.095208","74.749592",1,1499,60000
"1873","Hannover",NA,"Germany","52.37052","9.73322",1,1499,13500
"1874","Aachen","Aix-la-Chapelle","Germany","50.77664","6.08342",1,1500,18000
"1875","Ahmedabad","Asawal","India","23.039568","72.566004",1,1500,100000
"1876","Ahmednagar",NA,"India","19.095208","74.749592",1,1500,60000
"1877","Aleppo",NA,"Syria","36.216667","37.166667",1,1500,67000
"1878","Alexandria",NA,"Egypt","31.200092","29.918739",1,1500,35000
"1879","Algiers",NA,"Algiers","36.7525","3.04197",1,1500,20000
"1880","Amber","Amer","India","26.985847","75.888251",3,1500,50000
"1881","Amiens",NA,"France","49.892","2.299",1,1500,20000
"1882","Anantpur","Penugonda, Penukonda","India","14.08339","77.59588",3,1500,40000
"1883","Antwerp","Antwerpen","Belgium","51.219217","4.402883",1,1500,37000
"1884","Arakan","Rakhine","Myanmar","19.810092","93.987842",1,1500,50000
"1885","Arras",NA,"France","50.291","2.777533",1,1500,12000
"1886","Athens",NA,"Greece","37.97945","23.71622",1,1500,35000
"1887","Augsberg","Ausburg","Germany","48.371444","10.898239",1,1500,34000
"1888","Axum",NA,"Ethiopia","14.131781","38.714081",1,1500,33000
"1889","Ayutthaya","Ayutia","Thailand","14.35","100.55",2,1500,125000
"1890","Azemmour","Azammour","Morocco","33.287778","-8.342222",1,1500,24000
"1891","Bakhchiserai",NA,"Ukraine","44.755286","33.867233",1,1500,25000
"1892","Bandar Seri Begawan",NA,"Brunei","4.890283","114.942217",3,1500,40000
"1893","Barcelona",NA,"Spain","41.38879","2.15899",1,1500,29000
"1894","Beijing","Peking","China","39.9075","116.39723",1,1500,672000
"1895","Bejaia","Bougie, Béjaïa","Algeria","36.75","5.066667",2,1500,40000
"1896","Belgrade","Beograd","Serbia","44.80401","20.46513",1,1500,30000
"1897","Bijapur",NA,"India","16.82442","75.71537",1,1500,40000
"1898","Bogota","Bacata, Funza, Bogotá","Columbia","4.598056","-74.075833",1,1500,20000
"1899","Bologna",NA,"Italy","44.49381","11.33875",1,1500,55000
"1900","Bordeaux",NA,"France","44.84044","-0.5805",1,1500,20000
"1901","Bourges",NA,"France","47.08333","2.4",1,1500,32000
"1902","Bratislava","Pozsony, Pressburg","Slovakia","48.145892","17.107136",2,1500,9000
"1903","Brescia",NA,"Italy","45.52478","10.22727",1,1500,40000
"1904","Brugge","Bruges","Belgium","51.210819","3.224936",1,1500,60000
"1905","Brussel","Brussels","Belgium","50.85045","4.34878",1,1500,31000
"1906","Budapest",NA,"Hungary","47.49801","19.03991",1,1500,23000
"1907","Bukhara","Bokhara","Uzbekistan","39.765869","64.422347",1,1500,50000
"1908","Bursa","Brusa","Turkey","40.19266","29.08403",1,1500,45000
"1909","Caen",NA,"France","49.18585","-0.35912",1,1500,25000
"1910","Cairo","Fostat, Fustat","Egypt","30.06263","31.24967",1,1500,400000
"1911","Calicut",NA,"India","11.258753","75.78041",3,1500,42000
"1912","Cambay",NA,"India","22.313114","72.619408",3,1500,65000
"1913","Chanderi",NA,"India","24.71514","78.1376",2,1500,70000
"1914","Chengdu",NA,"China","30.66667","104.06667",1,1500,85000
"1915","Chiang Mai","Chiengmai","Thailand","18.790978","98.960775",1,1500,45000
"1916","Chittoor",NA,"India","13.217176","79.100329",2,1500,50000
"1917","Cholula",NA,"Mexico","19.06333","-98.306389",1,1500,36000
"1918","Cochin",NA,"India","9.93988","76.26022",1,1500,33000
"1919","Cologne","Koln, Coln","Germany","50.937531","6.960278",1,1500,38000
"1920","Constantine",NA,"Algeria","36.365","6.61472",1,1500,40000
"1921","Cordoba","Cordova, Córdoba","Spain","38.046133","-4.893564",2,1500,30000
"1922","Cuttack",NA,"India","20.46497","85.87927",1,1500,140000
"1923","Cuzco",NA,"Peru","-13.525","-71.972222",1,1500,50000
"1924","Damascus",NA,"Syria","33.5102","36.29128",1,1500,60000
"1925","Delhi",NA,"India","28.65381","77.22897",1,1500,80000
"1926","Dienne","Guinea, Jenne","Senegal","15.033366","-16.350122",3,1500,20000
"1927","Dieppe",NA,"France","49.922992","1.077483",1,1500,20000
"1928","Dijon",NA,"France","47.31667","5.01667",1,1500,24000
"1929","Dongola","Pachoras, Mukarra","Sudan","19.16667","30.48333",1,1500,20000
"1930","Edinburgh",NA,"United Kingdom","55.95206","-3.19648",1,1500,22000
"1931","Edirne","Adrianople","Turkey","41.681808","26.562269",1,1500,127000
"1932","Esfahan","Isfahan","Iran","32.651389","51.679192",1,1500,45000
"1933","Evora","Évora","Portugal","38.56667","-7.9",1,1500,18000
"1934","Feodosia","Kaffa, Theodosia, Feodosiya, Caffa","Russian Federation","45.048889","35.379167",2,1500,35000
"1935","Ferrara",NA,"Italy","44.82678","11.62071",1,1500,38000
"1936","Fez","Fes","Morocco","34.033333","-5.01",1,1500,130000
"1937","Florence","Firenze","Italy","43.771033","11.248",1,1500,70000
"1938","Frankfurt am Main",NA,"Germany","50.110922","8.682128",1,1500,15000
"1939","Fukuoka","Hakata","Japan","33.591389","130.414722",2,1500,30000
"1940","Fuzhou","Fuchow, Hokchiu, Fujian province","China","26.076111","119.306389",1,1500,83000
"1941","Gao","Kagho, Kukia, Gogo","Mali","16.27167","-0.04472",2,1500,60000
"1942","Gauda","Lakhnauti, Gaur","India","24.866667","88.133333",2,1500,200000
"1943","Gdansk","Danzig","Poland","54.352025","18.64663",2,1500,30000
"1944","Genova","Genoa","Italy","44.40565","8.946256",1,1500,62000
"1945","Gent","Ghent","Belgium","51.053469","3.730378",1,1500,80000
"1946","Goa",NA,"India","15.299333","74.124",1,1500,40000
"1947","Granada",NA,"Spain","37.177336","-3.598558",1,1500,70000
"1948","Gresik","Grisee, Java","Indonesia","-7.15389","112.65611",3,1500,30000
"1949","Guangzhou","Canton","China","23.11667","113.25",1,1500,150000
"1950","Guatemala City","Iximche","Guatemala","14.64072","-90.51327",1,1500,30000
"1951","Gumarcaj","Gumarcaah, Utatlan, Gumarkaaj, Gumarcaj, Cumarcaj, Kumarcaaj, Q'umarkaj","Guatemala","14.7667","-91.2667",2,1500,40000
"1952","Hamburg",NA,"Germany","53.57532","10.01534",1,1500,22000
"1953","Hangzhou","Hangchow","China","30.25","120.166667",2,1500,250000
"1954","Herat",NA,"Afghanistan","34.34817","62.19967",1,1500,40000
"1955","Hormuz","Ormuz","Iran","27.1","56.45",1,1500,50000
"1956","Hyderabad",NA,"India","17.38405","78.45636",1,1500,25000
"1957","Inwa","Ava","Myanmar","21.857353","95.981936",1,1500,60000
"1958","Istanbul","Constantinople, Byzantium","Turkey","41.005275","28.976944",1,1500,200000
"1959","Jaen","Jaén","Spain","37.76922","-3.79028",1,1500,19000
"1960","Jaunpur",NA,"India","25.75506","82.68361",1,1500,50000
"1961","Jerez de la Frontera","Xerez","Spain","36.6936","-6.132431",1,1500,21000
"1962","Jodhpur",NA,"India","26.26841","73.00594",1,1500,40000
"1963","Kabul",NA,"Afghanistan","34.52813","69.17233",1,1500,25000
"1964","Kagoshima",NA,"Japan","31.5966","130.557183",1,1500,25000
"1965","Kaifeng","Bienliang, Pienliang","China","34.7986","114.30742",1,1500,80000
"1966","Kano",NA,"Nigeria","12.00012","8.51672",1,1500,50000
"1967","Kashi","Kashgar","China","39.4704","75.989756",1,1500,30000
"1968","Kilwa",NA,"Tanzania","-9.149644","38.987675",2,1500,30000
"1969","Krakow","Cracow","Poland","50.06143","19.93658",1,1500,22000
"1970","Kunming","Yunnanfu","China","25.03889","102.71833",1,1500,50000
"1971","Kyoto",NA,"Japan","35.02107","135.75385",1,1500,40000
"1972","Liege","Liège","Belgium","50.63373","5.56749",1,1500,25000
"1973","Lille",NA,"France","50.628442","3.054975",1,1500,25000
"1974","Lisbon",NA,"Portugal","38.71667","-9.13333",1,1500,55000
"1975","London",NA,"United Kingdom","51.511214","-0.119825",1,1500,50000
"1976","Luang Prabang",NA,"Lao People's Democratic Republic","19.884111","102.141633",1,1500,40000
"1977","Lubeck","Lübeck","Germany","53.865886","10.687097",1,1500,29000
"1978","Lucca",NA,"Italy","43.84357","10.50585",1,1500,23000
"1979","Lyon",NA,"France","45.74846","4.84671",1,1500,40000
"1980","M'banza-Congo","M'banza-Kongo, Sao Salvador","Angola","-6.267778","14.248056",2,1500,40000
"1981","Madgdeburg",NA,"Germany","52.130808","11.628878",1,1500,22000
"1982","Mainz",NA,"Germany","49.98419","8.2791",1,1500,24000
"1983","Mali","Melle, Niani","Mali","11","-8",3,1500,40000
"1984","Mandu","Mandavgad","India","22.36667","75.38333",2,1500,70000
"1985","Mani",NA,"Mexico","20.393381","-89.407156",1,1500,22000
"1986","Mantova","Mantua","Italy","45.156417","10.791375",1,1500,26000
"1987","Marrakech","Marrakesh","Morocco","31.63416","-7.99994",1,1500,50000
"1988","Marseille",NA,"France","43.29695","5.38107",1,1500,30000
"1989","Medina del Campo",NA,"Spain","41.31239","-4.91413",1,1500,20000
"1990","Meknes","Takrart, Mequinez, Miknas, Meknès","Morocco","33.89352","-5.54727",1,1500,30000
"1991","Merida","Tiho","Mexico","20.979719","-89.615789",1,1500,25000
"1992","Messina",NA,"Italy","38.19327","15.54969",1,1500,31000
"1993","Metz",NA,"France","49.11911","6.17269",1,1500,30000
"1994","Mexico City","Tenochtitlan","Mexico","19.42847","-99.12766",1,1500,80000
"1995","Milan",NA,"Italy","45.465453","9.198786",1,1500,89000
"1996","Moscow",NA,"Russian Federation","55.75222","37.61556",1,1500,80000
"1997","Munich",NA,"Germany","48.136739","11.576756",1,1500,13000
"1998","Nanchang",NA,"China","28.68333","115.88333",1,1500,50000
"1999","Nanjing","Nanking","China","32.05","118.766667",1,1500,147000
"2000","Nantes",NA,"France","47.21725","-1.55336",1,1500,12000
"2001","Naples",NA,"Italy","40.851775","14.268122",1,1500,114000
"2002","Nara City",NA,"Japan","34.685333","135.832742",1,1500,10000
"2003","Ningbo","Yinhsien, Ningpo","China","29.866667","121.55",2,1500,30000
"2004","Nis","Nish","Serbia","43.319381","21.896328",1,1500,20000
"2005","Nkazargamu","Gasreggomo, Birni, Kazargamu","Nigeria","13.047222","12.227778",3,1500,40000
"2006","Novgorod",NA,"Russian Federation","58.525569","31.274192",1,1500,37000
"2007","Nurnberg","Nürnberg, Nuremberg","Germany","49.452031","11.07675",1,1500,31000
"2008","Oran",NA,"Algeria","35.69111","-0.64167",1,1500,30000
"2009","Orleans","Orléans","France","47.902964","1.90925",1,1500,28000
"2010","Oyo","Katunga","Nigeria","7.85","3.93333",1,1500,60000
"2011","Padua",NA,"Italy","45.406436","11.876761",1,1500,29000
"2012","Palermo",NA,"Italy","38.115689","13.361267",1,1500,39000
"2013","Paris",NA,"France","48.856614","2.352222",1,1500,185000
"2014","Parma",NA,"Italy","44.80266","10.32898",1,1500,18000
"2015","Pegu","Bago","Myanmar","17.333333","96.483333",1,1500,60000
"2016","Plovdiv","Philippopolis","Bulgaria","42.15","24.75",1,1500,29000
"2017","Plymouth",NA,"United Kingdom","50.375456","-4.14305",1,1500,2500
"2018","Poznan","Posen","Poland","52.40692","16.92993",1,1500,20000
"2019","Prague",NA,"Austria","50.08804","14.42076",1,1500,70000
"2020","Pskov",NA,"Russian Federation","57.8136","28.3496",1,1500,45000
"2021","Quilon",NA,"India","8.88","76.6",3,1500,35000
"2022","Quito",NA,"Ecuador","-0.22985","-78.52495",1,1500,30000
"2023","Rome",NA,"Italy","41.89474","12.4839",1,1500,38000
"2024","Roskilde",NA,"Denmark","55.64152","12.08035",1,1500,27000
"2025","Rouen",NA,"France","49.44313","1.09932",1,1500,50000
"2026","Sakai","Fukui","Japan","34.573333","135.483056",1,1500,30000
"2027","Samarkand","Sumarqand","Uzbekistan","39.6576","66.947561",1,1500,60000
"2028","Saptagram","Satgaon","India","22.9667","88.3833",3,1500,50000
"2029","Seoul","Hanyang","Republic of Korea","37.56826","126.97783",1,1500,125000
"2030","Serres","Serrai, Seres","Greece","41.090922","23.541319",1,1500,25000
"2031","Seville",NA,"Spain","37.388097","-5.982331",1,1500,46000
"2032","Shiraz",NA,"Iran","29.61031","52.53114",1,1500,60000
"2033","Shkoder","Shkodra, Scutari","Albania","42.0743","19.527661",1,1500,19000
"2034","Siena",NA,"Italy","43.32004","11.33283",1,1500,22000
"2035","Skopje","Uskub, Skoplje","Serbia","41.99646","21.43141",1,1500,45000
"2036","Smolensk",NA,"Russian Federation","54.7818","32.0401",1,1500,50000
"2037","Sofia",NA,"Bulgaria","42.69751","23.32415",1,1500,22000
"2038","Srinagar",NA,"India","34.08842","74.80298",1,1500,40000
"2039","Strasbourg","Strassburg","France","48.58342","7.74296",1,1500,22000
"2040","Suceava","Suczawa","Romania","47.63333","26.25",1,1500,33000
"2041","Suzhou","Soochow","China","31.3","120.6",1,1500,122000
"2042","Tabriz",NA,"Iran","38.08","46.2919",1,1500,250000
"2043","Taiyuan",NA,"China","37.87059","112.548879",1,1500,61000
"2044","Targoviste","Tirgovishtea, Târgoviste","Romania","44.924167","25.456667",1,1500,50000
"2045","Texcoco","Tezcoco","Mexico","19.504422","-98.891425",2,1500,60000
"2046","Thatta","Tatta","India","24.746117","67.924336",2,1500,45000
"2047","Thessaloniki","Salonica, Thessalonica","Greece","40.63935","22.944606",1,1500,40000
"2048","Tlaxcala",NA,"Mexico","19.32076","-98.20959",1,1500,40000
"2049","Tlemcen","Tlemsen","Algeria","34.87833","-1.315",1,1500,35000
"2050","Toledo",NA,"Spain","39.862831","-4.027322",1,1500,35000
"2051","Tombouctou","Timbuktu","Mali","16.77348","-3.00742",1,1500,25000
"2052","Toulouse",NA,"France","43.60426","1.44367",1,1500,25000
"2053","Trabzon","Trebizond","Turkey","41.00145","39.717806",3,1500,30000
"2054","Troyes",NA,"France","48.3","4.08333",1,1500,23000
"2055","Tsinkiang","Zayton, Chinchiang, Chuanchow","China","24.913889","118.58583",3,1500,60000
"2056","Tunis",NA,"Tunisia","36.818811","10.165961",1,1500,65000
"2057","Turpan","Turfan, Tulufan","China","42.93333","89.16667",1,1500,60000
"2058","Tzintzuntzan",NA,"Mexico","19.62903","-101.57857",1,1500,40000
"2059","Ulm",NA,"Germany","48.39841","9.99155",1,1500,14000
"2060","Valencia",NA,"Spain","39.469908","-0.376289",1,1500,40000
"2061","Valenciennes",NA,"France","50.35","3.53333",1,1500,17000
"2062","Valladolid",NA,"Spain","41.65518","-4.72372",1,1500,40000
"2063","Venice",NA,"Italy","45.440847","12.315514",1,1500,115000
"2064","Verona",NA,"Italy","45.43419","10.99779",1,1500,39000
"2065","Vienna","Wien","Austria","48.20849","16.37208",1,1500,40000
"2066","Vijayanagar",NA,"India","15.335","76.462",3,1500,500000
"2067","Vilnius","Vilna","Lithuania","54.683333","25.283333",1,1500,25000
"2068","Wroclaw","Breslau","Germany","51.116667","17.033333",3,1500,21000
"2069","Wuhan","Wuchang","China","30.58333","114.26667",1,1500,64000
"2070","Xian","Sian, Changan, Xi'an","China","34.341485","108.940404",1,1500,127000
"2071","Xuzhou","Suchow, Suifu, Hsuchow","China","34.26","117.21",1,1500,55000
"2072","Yamaguchi",NA,"Japan","34.185956","131.47065",1,1500,35000
"2073","Yangzhou","Yangchow","China","32.4"," 119.416667",2,1500,60000
"2074","Yinchuan","Chunghsing, Yuwei, Erikhaya, Khotun, Ninghsia","China","38.4667","106.2667",3,1500,20000
"2075","Zaragoza",NA,"Spain","41.648792","-0.889581",1,1500,20000
"2076","Zempoala","Cempoala","Mexico","19.91608","-96.402969",1,1500,30000
"2077","Catania",NA,"Italy","37.50213","15.08719",1,1501,10000
"2078","Messina",NA,"Italy","38.19327","15.54969",1,1501,31000
"2079","Palermo",NA,"Italy","38.115689","13.361267",1,1501,40000
"2080","Cremona",NA,"Italy","45.13617","10.02797",1,1502,40000
"2081","Leiden","Leyden","Netherlands","52.15833","4.49306",1,1502,6000
"2082","Messina",NA,"Italy","38.19327","15.54969",1,1502,31383
"2083","Verona",NA,"Italy","45.43419","10.99779",1,1502,40000
"2084","Calicut",NA,"India","11.258753","75.78041",3,1503,41000
"2085","Cochin",NA,"India","9.93988","76.26022",1,1503,33000
"2086","Herat",NA,"Afghanistan","34.34817","62.19967",1,1503,40000
"2087","Lubeck","Lübeck","Germany","53.865886","10.687097",1,1503,29000
"2088","Mecca",NA,"Saudi Arabia","21.42667","39.82611",1,1503,34000
"2089","Sana'a","Sanaa","Yemen","15.35472","44.20667",1,1503,20000
"2090","Brescia",NA,"Italy","45.52478","10.22727",1,1505,43000
"2091","Kilwa",NA,"Tanzania","-9.149644","38.987675",2,1505,24000
"2092","Gdansk","Danzig","Poland","54.352025","18.64663",2,1506,30000
"2093","Leipzig",NA,"Germany","51.33962","12.37129",1,1506,8556
"2094","Ypres","Leper","Belgium","50.849997","2.883339",1,1506,9563
"2095","Montpellier",NA,"France","43.61092","3.87723",1,1508,6000
"2096","Novgorod",NA,"Russian Federation","58.525569","31.274192",1,1508,37000
"2097","Bukhara","Bokhara","Uzbekistan","39.765869","64.422347",1,1510,60000
"2098","Goa",NA,"India","15.299333","74.124",1,1510,40000
"2099","Ikoso","Shaki","Guinea","8.666667","3.383333",3,1510,60000
"2100","Istanbul","Constantinople, Byzantium","Turkey","41.005275","28.976944",1,1510,250000
"2101","Milan",NA,"Italy","45.465453","9.198786",1,1510,98000
"2102","Nicosia",NA,"Cyprus","35.16667","33.36667",1,1510,16000
"2103","Samarkand","Sumarqand","Uzbekistan","39.6576","66.947561",1,1510,60000
"2104","Tripoli",NA,"Libya","32.876175","13.187508",1,1510,16000
"2105","Valencia",NA,"Spain","39.469908","-0.376289",1,1510,40000
"2106","Goa",NA,"India","15.299333","74.124",1,1511,24000
"2107","Mantova","Mantua","Italy","45.156417","10.791375",1,1511,30000
"2108","Bejaia","Bougie, Béjaïa","Algeria","36.75","5.066667",2,1512,40000
"2109","Fuzhou","Fuchow, Hokchiu, Fujian province","China","26.076111","119.306389",1,1512,83904
